Address ,Price ,Pay For A Year ,Meters ,Rooms ,City ,Build Size ,Floor ,Balcony ,Area ,Type 
,"2,950 ₪",12,4,רמת גן,150,3 מתוך 3,1,רמת גן - גבעתיים,דירה
"ביל""ו","4,200 ₪",0,"<selenium.webdriver.remote.webelement.WebElement (session=""835a70721e7c0a031266290134a3d3c8"", element=""0D73127168106B2AB6DD1F263F9F2245_element_390015"")>",תל אביב יפו,0,קרקע מתוך קרקע,0,תל אביב,דירה
עזרא הסופר,"19,000 ₪",12,1.5,קרית אונו,80,קרקע מתוך קרקע,1,בקעת אונו,דירת גן
בן עמי 13,"2,450 ₪",12,3,בית שמש,145,3 מתוך 4,0,בית שמש והסביבה,דירה
הרצליה פיתוח,"40,000 ₪",0,"<selenium.webdriver.remote.webelement.WebElement (session=""835a70721e7c0a031266290134a3d3c8"", element=""0D73127168106B2AB6DD1F263F9F2245_element_390089"")>",חולון,130,3 מתוך 4,1,חולון - בת ים,בית פרטי/קוטג'
יעקב פיכמן,"2,800 ₪",12,"<selenium.webdriver.remote.webelement.WebElement (session=""835a70721e7c0a031266290134a3d3c8"", element=""0D73127168106B2AB6DD1F263F9F2245_element_390117"")>",אילת,0,4 מתוך 4,0,אילת והערבה,דירה
"בנה ביתך, אמדר","3,300 ₪",12,3,בת ים,60,4 מתוך 7,0,חולון - בת ים,דירה
ספיר,"5,800 ₪",3,"<selenium.webdriver.remote.webelement.WebElement (session=""835a70721e7c0a031266290134a3d3c8"", element=""0D73127168106B2AB6DD1F263F9F2245_element_390172"")>",רעננה,90,2 מתוך 4,0,רעננה - כפר סבא,דירת גן
סחלב,"13,000 ₪",12,4,תל אביב יפו,115,4 מתוך 4,0,תל אביב,בית פרטי/קוטג'
דרך השלום,"5,400 ₪",12,"<selenium.webdriver.remote.webelement.WebElement (session=""835a70721e7c0a031266290134a3d3c8"", element=""0D73127168106B2AB6DD1F263F9F2245_element_390216"")>",ירושלים,150,4 מתוך 7,0,ירושלים והסביבה,דירה
יעקב פיכמן,"2,800 ₪",12,"<selenium.webdriver.remote.webelement.WebElement (session=""835a70721e7c0a031266290134a3d3c8"", element=""0D73127168106B2AB6DD1F263F9F2245_element_390244"")>",ירושלים,0,2 מתוך 4,1,ירושלים והסביבה,דירה
"בנה ביתך, אמדר","3,300 ₪",12,"<selenium.webdriver.remote.webelement.WebElement (session=""835a70721e7c0a031266290134a3d3c8"", element=""0D73127168106B2AB6DD1F263F9F2245_element_390274"")>",בית שמש,80,3 מתוך 6,1,בית שמש והסביבה,דירה
ספיר,"5,800 ₪",12,"<selenium.webdriver.remote.webelement.WebElement (session=""835a70721e7c0a031266290134a3d3c8"", element=""0D73127168106B2AB6DD1F263F9F2245_element_390303"")>",רמת גן,90,1 מתוך 17,2,רמת גן - גבעתיים,דירת גן
סחלב,"13,000 ₪",12,"<selenium.webdriver.remote.webelement.WebElement (session=""835a70721e7c0a031266290134a3d3c8"", element=""0D73127168106B2AB6DD1F263F9F2245_element_390333"")>",תל מונד,60,6 מתוך 6,0,מושבים בשרון,בית פרטי/קוטג'
דרך השלום,"5,400 ₪",11,"<selenium.webdriver.remote.webelement.WebElement (session=""835a70721e7c0a031266290134a3d3c8"", element=""0D73127168106B2AB6DD1F263F9F2245_element_390360"")>",תל אביב יפו,120,קרקע מתוך 3,0,תל אביב,דירה
ליפסקי,"14,000 ₪",12,"<selenium.webdriver.remote.webelement.WebElement (session=""835a70721e7c0a031266290134a3d3c8"", element=""0D73127168106B2AB6DD1F263F9F2245_element_390390"")>",הוד השרון,115,קרקע מתוך 4,2,הוד השרון והסביבה,דירה
תל יהודה,"7,200 ₪",12,5,קרית שמונה,124,3 מתוך 3,0,גליל ועמקים,דירה
הבשן,"4,700 ₪",12,"<selenium.webdriver.remote.webelement.WebElement (session=""835a70721e7c0a031266290134a3d3c8"", element=""0D73127168106B2AB6DD1F263F9F2245_element_390445"")>",בת ים,130,6 מתוך 8,1,חולון - בת ים,דירה
שיכון מזרחי,"3,800 ₪",12,"<selenium.webdriver.remote.webelement.WebElement (session=""835a70721e7c0a031266290134a3d3c8"", element=""0D73127168106B2AB6DD1F263F9F2245_element_390468"")>",אשקלון,95,קרקע מתוך 24,1,אשדוד - אשקלון,דירה
"רמב""ם","3,200 ₪",1,4,תל אביב יפו,96,קרקע מתוך 3,0,תל אביב,דירה
שיכון מזרחי,"5,800 ₪",12,"<selenium.webdriver.remote.webelement.WebElement (session=""835a70721e7c0a031266290134a3d3c8"", element=""0D73127168106B2AB6DD1F263F9F2245_element_390524"")>",אילת,112,1 מתוך 5,0,אילת והערבה,דירה
הדרור,"3,200 ₪",12,"<selenium.webdriver.remote.webelement.WebElement (session=""835a70721e7c0a031266290134a3d3c8"", element=""0D73127168106B2AB6DD1F263F9F2245_element_390552"")>",נתיבות,186,4 מתוך 6,0,באר שבע והסביבה,דירה
בן אביגדור 2,"5,200 ₪",12,"<selenium.webdriver.remote.webelement.WebElement (session=""835a70721e7c0a031266290134a3d3c8"", element=""0D73127168106B2AB6DD1F263F9F2245_element_390584"")>",ירושלים,85,5 מתוך 5,2,ירושלים והסביבה,דירה
מעלה חסון,"2,200 ₪",12,"<selenium.webdriver.remote.webelement.WebElement (session=""835a70721e7c0a031266290134a3d3c8"", element=""0D73127168106B2AB6DD1F263F9F2245_element_390614"")>",בית דגן,175,3 מתוך 5,1,"ראשל""צ והסביבה",דירה
נווה דקלים,"3,800 ₪",12,"<selenium.webdriver.remote.webelement.WebElement (session=""835a70721e7c0a031266290134a3d3c8"", element=""0D73127168106B2AB6DD1F263F9F2245_element_390640"")>",רמת השרון,50,1 מתוך 4,0,רמת השרון - הרצליה,דירה
אלי כהן,"2,900 ₪",12,"<selenium.webdriver.remote.webelement.WebElement (session=""835a70721e7c0a031266290134a3d3c8"", element=""0D73127168106B2AB6DD1F263F9F2245_element_390670"")>",קרית גת,157,2 מתוך 4,1,באר שבע והסביבה,דירה
שדרות בנימין 51,"5,700 ₪",12,"<selenium.webdriver.remote.webelement.WebElement (session=""835a70721e7c0a031266290134a3d3c8"", element=""0D73127168106B2AB6DD1F263F9F2245_element_390698"")>",אשדוד,150,1 מתוך 4,0,אשדוד - אשקלון,דירה
שכונת הראשונים,"10,000 ₪",12,"<selenium.webdriver.remote.webelement.WebElement (session=""835a70721e7c0a031266290134a3d3c8"", element=""00FBF0B12FE1176776E02112451B1BFE_element_390793"")>",נתניה,100,4 מתוך 4,1,נתניה והסביבה,גג/פנטהאוז
המרכז האזרחי;משכנות,"3,800 ₪",1,"<selenium.webdriver.remote.webelement.WebElement (session=""835a70721e7c0a031266290134a3d3c8"", element=""00FBF0B12FE1176776E02112451B1BFE_element_390820"")>",כפר יונה,150,12 מתוך 14,1,נתניה והסביבה,דירה
"הש""ך 5","4,200 ₪",11,"<selenium.webdriver.remote.webelement.WebElement (session=""835a70721e7c0a031266290134a3d3c8"", element=""00FBF0B12FE1176776E02112451B1BFE_element_390849"")>",תל אביב יפו,107,1 מתוך 1,0,תל אביב,דירה
מרכז העיר,0,12,5,תל אביב יפו,70,0,1,תל אביב,דירה
ברגסון,"12,500 ₪",12,"<selenium.webdriver.remote.webelement.WebElement (session=""835a70721e7c0a031266290134a3d3c8"", element=""00FBF0B12FE1176776E02112451B1BFE_element_390905"")>",רמת גן,70,קרקע מתוך 50,0,רמת גן - גבעתיים,דירה
"צה""ל","11,300 ₪",12,"<selenium.webdriver.remote.webelement.WebElement (session=""835a70721e7c0a031266290134a3d3c8"", element=""00FBF0B12FE1176776E02112451B1BFE_element_390927"")>",אשדוד,120,1 מתוך 1,1,אשדוד - אשקלון,בית פרטי/קוטג'
קרל פופר,"7,100 ₪",12,4,רחובות,76,5 מתוך 8,3,נס ציונה - רחובות,דירה
נחל צין 2,"3,500 ₪",12,"<selenium.webdriver.remote.webelement.WebElement (session=""835a70721e7c0a031266290134a3d3c8"", element=""00FBF0B12FE1176776E02112451B1BFE_element_390983"")>",הרצליה,70,1 מתוך 4,0,רמת השרון - הרצליה,דירת גן
בן גוריון,"2,200 ₪",12,"<selenium.webdriver.remote.webelement.WebElement (session=""835a70721e7c0a031266290134a3d3c8"", element=""00FBF0B12FE1176776E02112451B1BFE_element_391011"")>",תל אביב יפו,110,1 מתוך 2,1,תל אביב,דירה
"פלמ""ח","3,500 ₪",12,"<selenium.webdriver.remote.webelement.WebElement (session=""835a70721e7c0a031266290134a3d3c8"", element=""00FBF0B12FE1176776E02112451B1BFE_element_391041"")>",נתניה,118,1 מתוך 3,1,נתניה והסביבה,דירה
יחזקאל,"8,300 ₪",12,"<selenium.webdriver.remote.webelement.WebElement (session=""835a70721e7c0a031266290134a3d3c8"", element=""00FBF0B12FE1176776E02112451B1BFE_element_391073"")>",רחובות,45,3 מתוך 5,0,נס ציונה - רחובות,דירת גן
רמת בית שמש ב',"3,600 ₪",12,"<selenium.webdriver.remote.webelement.WebElement (session=""835a70721e7c0a031266290134a3d3c8"", element=""00FBF0B12FE1176776E02112451B1BFE_element_391099"")>",תל אביב יפו,75,4 מתוך 4,0,תל אביב,דירה
"תלפיות, ארנונה","85,000 ₪",12,"<selenium.webdriver.remote.webelement.WebElement (session=""835a70721e7c0a031266290134a3d3c8"", element=""00FBF0B12FE1176776E02112451B1BFE_element_391127"")>",אשקלון,90,3 מתוך 22,0,אשדוד - אשקלון,בניין מגורים
קרל פופר,"9,500 ₪",12,"<selenium.webdriver.remote.webelement.WebElement (session=""835a70721e7c0a031266290134a3d3c8"", element=""00FBF0B12FE1176776E02112451B1BFE_element_391157"")>",קרית ים,70,4 מתוך 4,0,קריות,דירה
ארלוזורוב 25,"2,600 ₪",12,2,אשקלון,192,5 מתוך 21,0,אשדוד - אשקלון,דירה
משה שרת,0,12,"<selenium.webdriver.remote.webelement.WebElement (session=""835a70721e7c0a031266290134a3d3c8"", element=""00FBF0B12FE1176776E02112451B1BFE_element_391207"")>",קרית ים,70,4 מתוך 6,2,קריות,דירה
הרב שמעון אגסי,"7,000 ₪",12,3,אשקלון,75,2 מתוך 28,0,אשדוד - אשקלון,דירה
התאנה,"3,000 ₪",12,"<selenium.webdriver.remote.webelement.WebElement (session=""835a70721e7c0a031266290134a3d3c8"", element=""00FBF0B12FE1176776E02112451B1BFE_element_391259"")>",באר שבע,90,קרקע מתוך 2,0,באר שבע והסביבה,דירה
ברקאי,"6,100 ₪",12,"<selenium.webdriver.remote.webelement.WebElement (session=""835a70721e7c0a031266290134a3d3c8"", element=""00FBF0B12FE1176776E02112451B1BFE_element_391287"")>",ראשון לציון,70,5 מתוך 20,0,"ראשל""צ והסביבה",דירה
אחוזה,"4,500 ₪",12,2,תל אביב יפו,192,קרקע מתוך 2,0,תל אביב,דירה
ליאונרדו דה וינצ'י 14,"10,600 ₪",12,3,תל אביב יפו,70,קרקע מתוך קרקע,0,תל אביב,דירה
העונות 1,"6,350 ₪",12,"<selenium.webdriver.remote.webelement.WebElement (session=""835a70721e7c0a031266290134a3d3c8"", element=""00FBF0B12FE1176776E02112451B1BFE_element_391361"")>",באר שבע,190,5 מתוך 20,0,באר שבע והסביבה,דירה
הסייפן,"8,985 ₪",12,"<selenium.webdriver.remote.webelement.WebElement (session=""835a70721e7c0a031266290134a3d3c8"", element=""00FBF0B12FE1176776E02112451B1BFE_element_391387"")>",אשקלון,110,קרקע מתוך 2,0,אשדוד - אשקלון,בית פרטי/קוטג'
נווה שרון / שער העיר,"2,850 ₪",12,1,עכו,100,קרקע מתוך קרקע,0,עכו - נהריה,דירה
"ל""א 20","3,400 ₪",11,4,פתח תקווה,60,2 מתוך 2,1,פתח תקוה והסביבה,דירה
הירקון,"9,500 ₪",12,"<selenium.webdriver.remote.webelement.WebElement (session=""835a70721e7c0a031266290134a3d3c8"", element=""00FBF0B12FE1176776E02112451B1BFE_element_391464"")>",אשדוד,60,קרקע מתוך קרקע,1,אשדוד - אשקלון,דירה
"מזא""ה","13,000 ₪",12,"<selenium.webdriver.remote.webelement.WebElement (session=""835a70721e7c0a031266290134a3d3c8"", element=""00FBF0B12FE1176776E02112451B1BFE_element_391490"")>",באר שבע,110,3 מתוך 5,1,באר שבע והסביבה,דירה
דרך מנחם בגין 158,"9,500 ₪",12,"<selenium.webdriver.remote.webelement.WebElement (session=""835a70721e7c0a031266290134a3d3c8"", element=""00FBF0B12FE1176776E02112451B1BFE_element_391513"")>",טבריה,55,8 מתוך 26,1,טבריה והסביבה,דירה
,"25,000 ₪",1,"<selenium.webdriver.remote.webelement.WebElement (session=""835a70721e7c0a031266290134a3d3c8"", element=""00FBF0B12FE1176776E02112451B1BFE_element_391545"")>",רחובות,100,2 מתוך 3,0,נס ציונה - רחובות,בית פרטי/קוטג'
קהילת פאדובה 30,"8,390 ₪",12,"<selenium.webdriver.remote.webelement.WebElement (session=""835a70721e7c0a031266290134a3d3c8"", element=""00FBF0B12FE1176776E02112451B1BFE_element_391573"")>",תל אביב יפו,105,5 מתוך 9,1,תל אביב,דירה
מחנה יהודה,"8,700 ₪",12,4,עכו,100,קרקע מתוך קרקע,0,עכו - נהריה,דירה
ברקאי,"6,100 ₪",12,"<selenium.webdriver.remote.webelement.WebElement (session=""835a70721e7c0a031266290134a3d3c8"", element=""00FBF0B12FE1176776E02112451B1BFE_element_391629"")>",עפולה,97,3 מתוך 3,1,עמק יזרעאל,דירה
אחוזה,"4,500 ₪",12,"<selenium.webdriver.remote.webelement.WebElement (session=""835a70721e7c0a031266290134a3d3c8"", element=""00FBF0B12FE1176776E02112451B1BFE_element_391655"")>",רחובות,75,3 מתוך 8,0,נס ציונה - רחובות,דירה
ליאונרדו דה וינצ'י 14,"10,600 ₪",12,3,חריש,75,1 מתוך 2,2,פרדס חנה - כרכור,דירה
העונות 1,"6,350 ₪",12,6,רמלה,190,2 מתוך 5,0,רמלה - לוד,דירה
הסייפן,"8,985 ₪",12,"<selenium.webdriver.remote.webelement.WebElement (session=""835a70721e7c0a031266290134a3d3c8"", element=""00FBF0B12FE1176776E02112451B1BFE_element_391734"")>",חולון,220,2 מתוך 2,1,חולון - בת ים,בית פרטי/קוטג'
נווה שרון / שער העיר,"2,850 ₪",12,5,יהוד מונוסון,120,20 מתוך 49,1,בקעת אונו,דירה
"ל""א 20","3,400 ₪",0,3,נתניה,0,2 מתוך 6,0,נתניה והסביבה,דירה
הירקון,"9,500 ₪",12,"<selenium.webdriver.remote.webelement.WebElement (session=""835a70721e7c0a031266290134a3d3c8"", element=""00FBF0B12FE1176776E02112451B1BFE_element_391810"")>",אילת,235,1 מתוך 6,1,אילת והערבה,דירה
"מזא""ה","13,000 ₪",12,2,ראש העין,70,3 מתוך 4,1,ראש העין והסביבה,דירה
דרך מנחם בגין 158,"9,500 ₪",12,2,אור יהודה,75,קרקע מתוך קרקע,1,בקעת אונו,דירה
,"25,000 ₪",12,"<selenium.webdriver.remote.webelement.WebElement (session=""835a70721e7c0a031266290134a3d3c8"", element=""00FBF0B12FE1176776E02112451B1BFE_element_391887"")>",נהריה,94,2 מתוך 7,0,עכו - נהריה,בית פרטי/קוטג'
קהילת פאדובה 30,"8,390 ₪",12,"<selenium.webdriver.remote.webelement.WebElement (session=""835a70721e7c0a031266290134a3d3c8"", element=""00FBF0B12FE1176776E02112451B1BFE_element_391913"")>",תל אביב יפו,101,קרקע מתוך קרקע,0,תל אביב,דירה
מחנה יהודה,"8,700 ₪",12,"<selenium.webdriver.remote.webelement.WebElement (session=""835a70721e7c0a031266290134a3d3c8"", element=""00FBF0B12FE1176776E02112451B1BFE_element_391945"")>",חדרה,109,3 מתוך 8,1,חדרה וישובי עמק חפר,דירה
בנה ביתך,"5,000 ₪",12,"<selenium.webdriver.remote.webelement.WebElement (session=""835a70721e7c0a031266290134a3d3c8"", element=""00FBF0B12FE1176776E02112451B1BFE_element_391969"")>",חיננית,69,קרקע מתוך קרקע,2,גליל ועמקים,יחידת דיור
נחל קנה 1,"5,000 ₪",12,"<selenium.webdriver.remote.webelement.WebElement (session=""835a70721e7c0a031266290134a3d3c8"", element=""00FBF0B12FE1176776E02112451B1BFE_element_391999"")>",ערד,0,1 מתוך 3,0,באר שבע והסביבה,דירה
סמטת יאיר,"2,250 ₪",12,"<selenium.webdriver.remote.webelement.WebElement (session=""835a70721e7c0a031266290134a3d3c8"", element=""00FBF0B12FE1176776E02112451B1BFE_element_392027"")>",חבצלת השרון,105,קרקע מתוך 3,0,חדרה וישובי עמק חפר,דירה
נווה רם,"3,200 ₪",3,"<selenium.webdriver.remote.webelement.WebElement (session=""835a70721e7c0a031266290134a3d3c8"", element=""00FBF0B12FE1176776E02112451B1BFE_element_392055"")>",רמת גן,110,17 מתוך 22,1,רמת גן - גבעתיים,דירה
הפסגה,"4,395 ₪",12,4,חולון,137,7 מתוך 17,0,חולון - בת ים,דירה
בורוכוב,"8,700 ₪",0,"<selenium.webdriver.remote.webelement.WebElement (session=""835a70721e7c0a031266290134a3d3c8"", element=""F28ACDC21C1E2156BC74B1FBA35A8204_element_392179"")>",רמת גן,30,2 מתוך 3,0,רמת גן - גבעתיים,דירה
האחים סמילצ'נסקי,"5,200 ₪",1,"<selenium.webdriver.remote.webelement.WebElement (session=""835a70721e7c0a031266290134a3d3c8"", element=""F28ACDC21C1E2156BC74B1FBA35A8204_element_392204"")>",בת ים,80,3 מתוך 3,0,חולון - בת ים,דירה
אלוף דוד,"5,300 ₪",12,3,תל אביב יפו,144,1 מתוך 3,0,תל אביב,דירה
יצחק בן צבי 37,"4,500 ₪",12,6,כפר סבא,40,2 מתוך 3,1,רעננה - כפר סבא,דירה
בן עמי 13,"2,450 ₪",12,"<selenium.webdriver.remote.webelement.WebElement (session=""835a70721e7c0a031266290134a3d3c8"", element=""F28ACDC21C1E2156BC74B1FBA35A8204_element_392283"")>",ראשון לציון,60,4 מתוך 25,0,"ראשל""צ והסביבה",דירה
מוהליבר,"6,000 ₪",12,5,ראשון לציון,75,2 מתוך 21,1,"ראשל""צ והסביבה",דירה
,"2,000 ₪",1,3,נתניה,20,3 מתוך 14,1,נתניה והסביבה,יחידת דיור
מור,"7,500 ₪",12,"<selenium.webdriver.remote.webelement.WebElement (session=""835a70721e7c0a031266290134a3d3c8"", element=""F28ACDC21C1E2156BC74B1FBA35A8204_element_392359"")>",אילת,80,2 מתוך 8,1,אילת והערבה,בית פרטי/קוטג'
ברוריה,"7,700 ₪",12,2,תל אביב יפו,144,קרקע מתוך 1,0,תל אביב,דירה
שדרות האמוראים,"5,800 ₪",12,2,פרדס חנה כרכור,40,2 מתוך 2,0,פרדס חנה - כרכור,דופלקס
עמק חרוד,"6,750 ₪",12,"<selenium.webdriver.remote.webelement.WebElement (session=""835a70721e7c0a031266290134a3d3c8"", element=""F28ACDC21C1E2156BC74B1FBA35A8204_element_392435"")>",תל אביב יפו,60,קרקע מתוך קרקע,1,תל אביב,דירה
הרשת 6,"4,200 ₪",12,"<selenium.webdriver.remote.webelement.WebElement (session=""835a70721e7c0a031266290134a3d3c8"", element=""F28ACDC21C1E2156BC74B1FBA35A8204_element_392461"")>",גילון,75,5 מתוך 7,0,כרמיאל והסביבה,דירה
הנרקיסים,"4,300 ₪",12,"<selenium.webdriver.remote.webelement.WebElement (session=""835a70721e7c0a031266290134a3d3c8"", element=""F28ACDC21C1E2156BC74B1FBA35A8204_element_392493"")>",בת ים,20,קרקע מתוך קרקע,0,חולון - בת ים,דירה
הנגב,"3,800 ₪",12,"<selenium.webdriver.remote.webelement.WebElement (session=""835a70721e7c0a031266290134a3d3c8"", element=""F28ACDC21C1E2156BC74B1FBA35A8204_element_392517"")>",תל אביב יפו,60,5 מתוך 7,2,תל אביב,יחידת דיור
מוצקין הצעירה ונווה גנים,"4,555 ₪",12,"<selenium.webdriver.remote.webelement.WebElement (session=""835a70721e7c0a031266290134a3d3c8"", element=""F28ACDC21C1E2156BC74B1FBA35A8204_element_392547"")>",כפר סבא,80,15 מתוך 29,0,רעננה - כפר סבא,דירה
,"3,000 ₪",12,"<selenium.webdriver.remote.webelement.WebElement (session=""835a70721e7c0a031266290134a3d3c8"", element=""F28ACDC21C1E2156BC74B1FBA35A8204_element_392575"")>",ראשון לציון,130,קרקע מתוך 7,1,"ראשל""צ והסביבה",דירה
מרכז,"8,500 ₪",12,"<selenium.webdriver.remote.webelement.WebElement (session=""835a70721e7c0a031266290134a3d3c8"", element=""F28ACDC21C1E2156BC74B1FBA35A8204_element_392603"")>",ראשון לציון,0,6 מתוך 9,0,"ראשל""צ והסביבה",דירה
רבנו תם,"12,500 ₪",12,"<selenium.webdriver.remote.webelement.WebElement (session=""835a70721e7c0a031266290134a3d3c8"", element=""F28ACDC21C1E2156BC74B1FBA35A8204_element_392631"")>",נתניה,100,5 מתוך 5,1,נתניה והסביבה,דירה
יבנה,"3,650 ₪",12,"<selenium.webdriver.remote.webelement.WebElement (session=""835a70721e7c0a031266290134a3d3c8"", element=""F28ACDC21C1E2156BC74B1FBA35A8204_element_392655"")>",אילת,0,11 מתוך 21,1,אילת והערבה,דירה
שדרות רובע יזרעאל 46,"3,500 ₪",0,"<selenium.webdriver.remote.webelement.WebElement (session=""835a70721e7c0a031266290134a3d3c8"", element=""F28ACDC21C1E2156BC74B1FBA35A8204_element_392683"")>",תל אביב יפו,147,1 מתוך 4,0,תל אביב,דירה
נווה דוד רמז,"5,000 ₪",12,"<selenium.webdriver.remote.webelement.WebElement (session=""835a70721e7c0a031266290134a3d3c8"", element=""F28ACDC21C1E2156BC74B1FBA35A8204_element_392707"")>",פרדס חנה כרכור,180,10 מתוך 12,0,פרדס חנה - כרכור,דירה
זכרון טוביה,"15,900 ₪",12,"<selenium.webdriver.remote.webelement.WebElement (session=""835a70721e7c0a031266290134a3d3c8"", element=""F28ACDC21C1E2156BC74B1FBA35A8204_element_392735"")>",תל אביב יפו,108,1 מתוך 1,1,תל אביב,בית פרטי/קוטג'
עמק החולה,"5,600 ₪",12,"<selenium.webdriver.remote.webelement.WebElement (session=""835a70721e7c0a031266290134a3d3c8"", element=""F28ACDC21C1E2156BC74B1FBA35A8204_element_392761"")>",גילון,127,3 מתוך 4,1,כרמיאל והסביבה,דירה
שדרות שלמה המלך,"5,000 ₪",12,3,מודיעין מכבים רעות,240,1 מתוך 3,0,מודיעין והסביבה,דירה
הרצליה ב',"8,000 ₪",12,"<selenium.webdriver.remote.webelement.WebElement (session=""835a70721e7c0a031266290134a3d3c8"", element=""F28ACDC21C1E2156BC74B1FBA35A8204_element_392809"")>",מודיעין מכבים רעות,140,1 מתוך 3,2,מודיעין והסביבה,דירה
דיזנגוף 227,"7,500 ₪",12,1,הוד השרון,100,1 מתוך 4,0,הוד השרון והסביבה,דירה
צהלון,"5,000 ₪",12,"<selenium.webdriver.remote.webelement.WebElement (session=""835a70721e7c0a031266290134a3d3c8"", element=""F28ACDC21C1E2156BC74B1FBA35A8204_element_392858"")>",ראשון לציון,76,קרקע מתוך 2,3,"ראשל""צ והסביבה",דירה
האיסיים,"2,800 ₪",12,4,טבריה,200,3 מתוך 4,1,טבריה והסביבה,דירה
בלפור,"12,000 ₪",12,"<selenium.webdriver.remote.webelement.WebElement (session=""835a70721e7c0a031266290134a3d3c8"", element=""F28ACDC21C1E2156BC74B1FBA35A8204_element_392908"")>",באר שבע,110,1 מתוך 1,0,באר שבע והסביבה,דירה
אחד העם,"13,800 ₪",12,"<selenium.webdriver.remote.webelement.WebElement (session=""835a70721e7c0a031266290134a3d3c8"", element=""F28ACDC21C1E2156BC74B1FBA35A8204_element_392932"")>",נהריה,85,1 מתוך 1,0,עכו - נהריה,דירה
שדרות שלמה המלך,"5,000 ₪",12,"<selenium.webdriver.remote.webelement.WebElement (session=""835a70721e7c0a031266290134a3d3c8"", element=""F28ACDC21C1E2156BC74B1FBA35A8204_element_392964"")>",קרית אונו,15,1 מתוך 4,0,בקעת אונו,דירה
הרצליה ב',"8,000 ₪",12,"<selenium.webdriver.remote.webelement.WebElement (session=""835a70721e7c0a031266290134a3d3c8"", element=""F28ACDC21C1E2156BC74B1FBA35A8204_element_392990"")>",באר שבע,45,12 מתוך 13,1,באר שבע והסביבה,דירה
דיזנגוף 227,"7,500 ₪",12,"<selenium.webdriver.remote.webelement.WebElement (session=""835a70721e7c0a031266290134a3d3c8"", element=""F28ACDC21C1E2156BC74B1FBA35A8204_element_393017"")>",באר שבע,60,2 מתוך 2,0,באר שבע והסביבה,דירה
צהלון,"5,000 ₪",12,"<selenium.webdriver.remote.webelement.WebElement (session=""835a70721e7c0a031266290134a3d3c8"", element=""F28ACDC21C1E2156BC74B1FBA35A8204_element_393043"")>",אבני חפץ,180,4 מתוך 4,0,יישובי השומרון,דירה
האיסיים,"2,800 ₪",12,3,בורגתה,80,3 מתוך 4,0,מושבים בשרון,דירה
בלפור,"12,000 ₪",12,"<selenium.webdriver.remote.webelement.WebElement (session=""835a70721e7c0a031266290134a3d3c8"", element=""F28ACDC21C1E2156BC74B1FBA35A8204_element_393095"")>",נופים,115,7 מתוך 9,0,יישובי השומרון,דירה
אחד העם,"13,800 ₪",12,"<selenium.webdriver.remote.webelement.WebElement (session=""835a70721e7c0a031266290134a3d3c8"", element=""F28ACDC21C1E2156BC74B1FBA35A8204_element_393125"")>",חולון,55,קרקע מתוך קרקע,1,חולון - בת ים,דירה
הירדן,"2,300 ₪",12,"<selenium.webdriver.remote.webelement.WebElement (session=""835a70721e7c0a031266290134a3d3c8"", element=""F28ACDC21C1E2156BC74B1FBA35A8204_element_393153"")>",רם און,300,3 מתוך 3,0,עמק יזרעאל,יחידת דיור
יוסף פעמוני,"13,000 ₪",12,4,ברקן,70,2 מתוך 2,0,יישובי השומרון,דירה
רבי עקיבא 70,0,11,"<selenium.webdriver.remote.webelement.WebElement (session=""835a70721e7c0a031266290134a3d3c8"", element=""F28ACDC21C1E2156BC74B1FBA35A8204_element_393206"")>",מודיעין מכבים רעות,64,2 מתוך 2,0,מודיעין והסביבה,דירה
הצפון החדש החלק הדרומי,"6,697 ₪",12,"<selenium.webdriver.remote.webelement.WebElement (session=""835a70721e7c0a031266290134a3d3c8"", element=""F28ACDC21C1E2156BC74B1FBA35A8204_element_393232"")>",באר שבע,138,1 מתוך 5,1,באר שבע והסביבה,דירה
בן צבי שמעון 13,"7,150 ₪",12,"<selenium.webdriver.remote.webelement.WebElement (session=""835a70721e7c0a031266290134a3d3c8"", element=""F28ACDC21C1E2156BC74B1FBA35A8204_element_393256"")>",ירושלים,110,קרקע מתוך 1,0,ירושלים והסביבה,דירה
פרחי אביב,"3,000 ₪",0,"<selenium.webdriver.remote.webelement.WebElement (session=""835a70721e7c0a031266290134a3d3c8"", element=""F28ACDC21C1E2156BC74B1FBA35A8204_element_393284"")>",טבריה,100,3 מתוך 3,0,טבריה והסביבה,דירה
,"2,400 ₪",1,4.5,צפת,140,1 מתוך 5,0,גליל ועמקים,דירה
שכונת ותיקים,"15,500 ₪",12,"<selenium.webdriver.remote.webelement.WebElement (session=""835a70721e7c0a031266290134a3d3c8"", element=""F28ACDC21C1E2156BC74B1FBA35A8204_element_393370"")>",חצור הגלילית,90,3 מתוך 3,1,גליל ועמקים,בית פרטי/קוטג'
בורוכוב,"5,800 ₪",12,4,נתיבות,30,2 מתוך 8,0,באר שבע והסביבה,דירה
קריית יוסף,"8,500 ₪",12,"<selenium.webdriver.remote.webelement.WebElement (session=""835a70721e7c0a031266290134a3d3c8"", element=""363C250BF3F10EE816DEEA6BE607015D_element_393490"")>",רחובות,112,3 מתוך 3,0,נס ציונה - רחובות,דירת גן
השלום,"2,800 ₪",12,4,אשקלון,70,1 מתוך 5,0,אשדוד - אשקלון,דירה
